year_of_publication,country_of_publication,primary_language_code,count
1988,sz,eng,2
1988,gb,1988,2
1988,jp,eng,1
1988,|,fre,1
1988,gw,,1
1988,ro,eng,1
1988,ch,dui,1
1988,nyu,eng,1
1988,au,ger,1
1988,sw,swe,1
1988,,fra,1
1988,xxc,eng,1
1988,,ned,1
1988,no#,eng,1
1988,nju,eng,1
1988,pl,pol,1
1988,wb,eng,1
1988,ii,fre,1
1988,in,eng,1
1988,de,ara,1
1989,gw,eng,323
1989,gw,ger,117
1989,xxu,eng,57
1989,xxk,eng,52
1989,fr,fre,41
1989,xx,eng,40
1989,us,eng,34
1989,gb,eng,31
1989,xx,,26
1989,nl,eng,22
1989,sw,eng,13
1989,ne,eng,12
1989,dk,1989,12
1989,fi,eng,8
1989,de,ger,8
1989,xx,ger,7
1989,no,eng,6
1989,de,eng,4
1989,sz,ger,4
1989,xxc,eng,3
1989,it,eng,3
1989,enk,eng,2
1989,gw,fre,2
1989,sz,fre,2
1989,fr,eng,2
1989,PT,por,2
1989,  ,eng,2
1989,ii,fre,2
1989,de,mmm,2
1989,fi,fin,2
1989,at,eng,2
1989,fr,zxx,2
1989,au,eng,2
1989,de,dui,2
1989,at,lat,2
1989,ca,mul,1
1989,ch,mmm,1
1989,de,ita,1
1989,cl,eng,1
1989,gw,,1
1989,pl,eng,1
1989,fr,mul,1
1989,ii,eng,1
1989,ca,eng,1
1989,pl,fre,1
1989,er,eng,1
1989,us,zxx,1
1989,zz,eng,1
1989,gr,eng,1
1989,ncu,eng,1
1989,xr,eng,1
1989,de,zxx,1
1989,gb,zxx,1
1990,gw,eng,310
1990,gw,ger,101
1990,xxu,eng,36
1990,us,eng,31
1990,xx,,30
1990,xxk,eng,30
1990,xx,eng,28
1990,nl,eng,27
1990,gb,eng,23
1990,xx,ger,17
1990,fr,fre,13
1990,ne,eng,12
1990,fi,eng,10
1990,dk,1990,9
1990,fr,eng,9
1990,no,eng,8
1990,pl,eng,7
1990,sw,eng,5
1990,gw,fre,4
1990,de,dui,3
1990,ii,fre,3
1990,xr,eng,2
1990,sa,eng,2
1990,au,ger,2
1990,enk,eng,2
1990,de,ger,2
1990,sz,ger,2
1990,si,eng,2
1990,at,ger,2
1990,IT,por,1
1990,no,nob,1
1990,xx,1990,1
1990,be,eng,1
1990,nju,eng,1
1990,ii,eng,1
1990,xxu,ger,1
1990,sw,,1
1990,gb,fra,1
1990,gr,mmm,1
1990,DE,por,1
1990,ja,ger,1
1990,gb,1990,1
1990,PT,por,1
1990,fr,mmm,1
1990,no,fre,1
1990,gb,mmm,1
1990,in,eng,1
1990,,eng,1
1990,at,dui,1
1990,de,eng,1
1991,gw,eng,315
1991,gw,ger,122
1991,xxu,eng,47
1991,xxk,eng,45
1991,us,eng,37
1991,nl,eng,33
1991,fi,eng,20
1991,xx,,19
1991,xx,eng,18
1991,gb,eng,17
1991,fr,fre,14
1991,sw,eng,11
1991,ne,eng,10
1991,dk,1991,8
1991,no,eng,8
1991,sz,ger,6
1991,xx,ger,6
1991,zz,eng,5
1991,pl,eng,5
1991,de,eng,4
1991,de,dui,4
1991,si,eng,3
1991,no#,eng,3
1991,au,ger,2
1991,gb,1991,2
1991,ch,eng,2
1991,de,ger,2
1991,ii,eng,2
1991,fr,eng,2
1991,fi,fin,2
1991,dk,eng,2
1991,it,eng,1
1991,yu,eng,1
1991,sa,eng,1
1991,GB,por,1
1991,fj,eng,1
1991,xr,eng,1
1991,nl,ned,1
1991,xx,fre,1
1991,lv,rus,1
1991,sg,eng,1
1991,sw,swe,1
1991,FR,por,1
1991,enk,eng,1
1991,pl,pol,1
1991,  ,eng,1
1991,ii,fre,1
1991,PT,por,1
1991,gw,,1
1991,no,1991,1
1991,my,eng,1
1991,nyu,eng,1
1991,at,ger,1
1991,cau,eng,1
1991,xxc,eng,1
1991,,1991,1
1991,au,eng,1
1991,fr,mul,1
1991,sz,eng,1
1992,gw,eng,377
1992,gw,ger,127
1992,nl,eng,54
1992,xx,,37
1992,us,eng,37
1992,xxk,eng,31
1992,xxu,eng,30
1992,gb,eng,26
1992,ne,eng,20
1992,xx,eng,19
1992,sw,eng,15
1992,fr,fre,12
1992,no,eng,9
1992,zz,eng,8
1992,fi,eng,6
1992,ii,eng,5
1992,dk,1992,5
1992,de,eng,5
1992,xx,ger,4
1992,au,ger,3
1992,fi,fin,3
1992,de,dui,3
1992,ii,fre,3
1992,enk,eng,3
1992,pl,eng,3
1992,lu,eng,2
1992,ch,eng,2
1992,sg,eng,2
1992,de,ger,2
1992,gb,1992,2
1992,sz,eng,2
1992,in,eng,2
1992,no,1992,2
1992,it,mul,2
1992,no#,eng,2
1992,xxc,eng,2
1992,dz,fre,1
1992,xr,eng,1
1992,pl,pol,1
1992,xx,fre,1
1992,de,1992,1
1992,ca,eng,1
1992,nl,dui,1
1992,sw,swe,1
1992,nl,ger,1
1992,re,fre,1
1992,fr,eng,1
1992,be,eng,1
1992,au,eng,1
1992,it,eng,1
1992,PL,por,1
1992,gw,fre,1
1992,xx#,eng,1
1992,er,eng,1
1992,nl,ned,1
1992,fr,mmm,1
1992,xxu,fre,1
1992,at,ger,1
1992,LU,por,1
1993,gw,eng,396
1993,gw,ger,130
1993,us,eng,42
1993,nl,eng,41
1993,xxu,eng,40
1993,xxk,eng,29
1993,xx,,29
1993,gb,eng,21
1993,sw,eng,21
1993,fr,fre,17
1993,xx,eng,14
1993,fi,eng,10
1993,ne,eng,7
1993,no,eng,6
1993,xx,ger,5
1993,dk,1993,5
1993,zz,eng,4
1993,enk,eng,3
1993,de,ger,3
1993,no#,eng,3
1993,hu,eng,3
1993,si,eng,2
1993,fi,fin,2
1993,au,ger,2
1993,eu,eng,2
1993,sz,eng,2
1993,de,eng,2
1993,fr,eng,2
1993,pl,eng,2
1993,sz,ger,2
1993,it,eng,2
1993,PT,por,2
1993,no#,mul,1
1993,nl,ned,1
1993,de,dui,1
1993,US,por,1
1993,fr,...,1
1993,gw,,1
1993,us,mmm,1
1993,rm,rum,1
1993,de,fre,1
1993,sw,swe,1
1993,xr,eng,1
1993,jp,eng,1
1993,se,eng,1
1993,ii,fre,1
1993,fr,mul,1
1993,fr,mmm,1
1993,ch,eng,1
1993,sg,eng,1
1993,ca,fre,1
1993,ii,eng,1
1994,gw,eng,387
1994,gw,ger,142
1994,xxu,eng,59
1994,xx,,43
1994,us,eng,42
1994,nl,eng,38
1994,xxk,eng,34
1994,sw,eng,25
1994,gb,eng,21
1994,xx,eng,20
1994,fi,eng,16
1994,no,eng,11
1994,xx,ger,11
1994,fr,fre,10
1994,dk,1994,9
1994,ne,eng,9
1994,no#,eng,6
1994,gw,fre,5
1994,pl,eng,5
1994,enk,eng,4
1994,zz,eng,4
1994,de,eng,4
1994,sz,eng,3
1994,IT,por,3
1994,fr,eng,3
1994,nyu,eng,3
1994,ii,fre,2
1994,de,ger,2
1994,de,dui,2
1994,nl,ned,2
1994,lu,eng,2
1994,PT,por,2
1994,se,eng,2
1994,US,por,2
1994,at,eng,2
1994,sw,swe,2
1994,us,1994,1
1994,zz,mul,1
1994,gb,1994,1
1994,nl,fra,1
1994,it,eng,1
1994,ja,eng,1
1994,us,mul,1
1994,at,ger,1
1994,sw,ger,1
1994,ii,eng,1
1994,nl,,1
1994,au,eng,1
1994,eu,eng,1
1994,ctu,eng,1
1994,si,eng,1
1994,xxc,eng,1
1994,au,ger,1
1994,xxu,,1
1994,dk,dan,1
1994,sg,eng,1
1994,cau,eng,1
1994,de,mmm,1
1994,is,eng,1
1994,sw,mul,1
1994,ne,fre,1
1994,ch,eng,1
1994,jp,eng,1
1994,LU,por,1
1994,ca,fre,1
1995,gw,eng,456
1995,gw,ger,131
1995,nl,eng,52
1995,xxu,eng,37
1995,xxk,eng,36
1995,xx,,35
1995,xx,eng,28
1995,pl,eng,25
1995,sw,eng,22
1995,us,eng,21
1995,fi,eng,14
1995,gb,eng,12
1995,fr,fre,11
1995,ne,eng,9
1995,ii,fre,7
1995,dk,1995,6
1995,no,eng,5
1995,er,eng,5
1995,de,eng,5
1995,gw,fre,5
1995,xx,ger,4
1995,au,eng,3
1995,no#,eng,3
1995,lu,eng,3
1995,xx,zxx,2
1995,rm,eng,2
1995,nl,ned,2
1995,sz,ger,2
1995,enk,eng,2
1995,fi,fin,2
1995,mau,eng,2
1995,de,ger,2
1995,si,eng,2
1995,lu,fre,1
1995,sw,swe,1
1995,it,ita,1
1995,pl,zxx,1
1995,sg,eng,1
1995,it,eng,1
1995,xxu,,1
1995,de,fre,1
1995,GB,por,1
1995,sz,eng,1
1995,pl,pol,1
1995,fr,fra,1
1995,  ,eng,1
1995,at,eng,1
1995,ke,eng,1
1995,US,por,1
1995,FR,por,1
1995,de,dui,1
1995,eu,eng,1
1996,gw,eng,507
1996,gw,ger,133
1996,xxk,eng,53
1996,xxu,eng,48
1996,nl,eng,45
1996,xx,,42
1996,xx,eng,38
1996,gb,eng,34
1996,fi,eng,27
1996,us,eng,22
1996,pl,eng,19
1996,sw,eng,12
1996,xx,ger,12
1996,dk,1996,9
1996,fr,fre,9
1996,de,eng,8
1996,au,ger,6
1996,enk,eng,6
1996,ne,eng,5
1996,de,ger,5
1996,fr,eng,5
1996,pl,fre,3
1996,fi,fin,3
1996,ii,eng,3
1996,sz,ger,3
1996,no,eng,3
1996,sg,eng,2
1996,no#,eng,2
1996,ii,fre,2
1996,  ,eng,2
1996,lu,fre,2
1996,lu,eng,2
1996,eu,eng,2
1996,nl,dui,2
1996,,eng,2
1996,pl,pol,2
1996,au,eng,2
1996,at,ger,1
1996,sw,fre,1
1996,ZZ,fre,1
1996,cn,eng,1
1996,ZZ,eng,1
1996,si,eng,1
1996,nl,ned,1
1996,dk,eng,1
1996,ne,fre,1
1996,sw,mul,1
1996,xv,eng,1
1996,sw,swe,1
1996,it,eng,1
1996,|,eng,1
1996,sw,ger,1
1996,gw,,1
1996,se,eng,1
1996,gw,fre,1
1996,pl,ger,1
1996,hu,eng,1
1996,DE,por,1
1996,at,mul,1
1996,ru,,1
1996,jp,eng,1
1996,ne,ger,1
1997,gw,eng,483
1997,gw,ger,122
1997,xxk,eng,56
1997,xx,,55
1997,xxu,eng,50
1997,nl,eng,46
1997,xx,eng,44
1997,us,eng,33
1997,sw,eng,32
1997,gb,eng,29
1997,pl,eng,20
1997,fi,eng,15
1997,dk,1997,10
1997,de,eng,9
1997,xx,ger,6
1997,eu,eng,6
1997,ne,eng,6
1997,dk,eng,6
1997,sz,eng,5
1997,fr,fre,5
1997,sw,swe,4
1997,enk,eng,4
1997,nyu,eng,4
1997,dk,dan,3
1997,fi,fin,3
1997,xo,eng,3
1997,er,eng,3
1997,zz,eng,2
1997,in,eng,2
1997,nl,ned,2
1997,pl,pol,2
1997,ii,fre,2
1997,no#,eng,2
1997,ii,eng,2
1997,de,ger,2
1997,GB,por,1
1997,se,1997,1
1997,fi,,1
1997,  ,eng,1
1997,si,eng,1
1997,no,eng,1
1997,de,1997,1
1997,se,swe,1
1997,at,eng,1
1997,au,ger,1
1997,se,zwe,1
1997,jp,eng,1
1997,|,ger,1
1997,xx,swe,1
1997,be,eng,1
1997,PT,por,1
1997,ch,eng,1
1997,US,por,1
1997,xx,1997,1
1997,sg,eng,1
1997,gw,,1
1997,de,dui,1
1997,ja,eng,1
1997,sw,chi,1
1997,pl,ger,1
1997,sw,pol,1
1997,ctu,eng,1
1997,sw,hun,1
1997,fr,,1
1997,gw,fre,1
1998,gw,eng,478
1998,gw,ger,124
1998,xx,,56
1998,nl,eng,54
1998,xxk,eng,53
1998,xxu,eng,50
1998,pl,eng,35
1998,gb,eng,34
1998,xx,eng,34
1998,sw,eng,33
1998,us,eng,27
1998,fi,eng,27
1998,no,eng,13
1998,de,eng,10
1998,ne,eng,8
1998,sw,swe,8
1998,enk,eng,7
1998,fr,eng,6
1998,zz,eng,5
1998,au,ger,4
1998,de,dui,4
1998,dk,1998,4
1998,dk,eng,3
1998,de,ger,3
1998,fr,fre,3
1998,xr,eng,3
1998,in,eng,2
1998,it,eng,2
1998,eu,eng,2
1998,se,1998,2
1998,PT,por,2
1998,no#,eng,2
1998,sz,eng,2
1998,fi,fin,2
1998,er,eng,2
1998,us,fre,1
1998,gw,,1
1998,at,dui,1
1998,sz,ger,1
1998,sa,eng,1
1998,mau,eng,1
1998,vc,eng,1
1998,|,ger,1
1998,13,,1
1998,xx,ger,1
1998,nyu,eng,1
1998,US,por,1
1998,pl,pol,1
1998,lu,eng,1
1998,dcu,eng,1
1998,au,eng,1
1998,be,eng,1
1998,fr,...,1
1998,xxu,,1
1998,be,fre,1
1998,xxk,,1
1998,|||,,1
1998,xx,fre,1
1998,ru,eng,1
1998,ja,eng,1
1998,gb,zxx,1
1998,ng,eng,1
1999,gw,eng,487
1999,gw,ger,138
1999,xxu,eng,58
1999,nl,eng,58
1999,xxk,eng,48
1999,xx,,42
1999,us,eng,39
1999,sw,eng,38
1999,fi,eng,37
1999,gb,eng,35
1999,pl,eng,34
1999,xx,eng,31
1999,dk,1999,15
1999,ne,eng,11
1999,fr,fre,9
1999,de,eng,7
1999,enk,eng,6
1999,no#,eng,6
1999,no,eng,5
1999,sw,swe,5
1999,de,ger,4
1999,zz,eng,4
1999,fi,swe,3
1999,sz,ger,3
1999,be,eng,2
1999,fr,eng,2
1999,sz,eng,2
1999,xxu,,2
1999,xx,ger,2
1999,lu,eng,2
1999,pl,pol,2
1999,us,1999,1
1999,gh,eng,1
1999,ch,eng,1
1999,xxu,ger,1
1999,ja,eng,1
1999,xxk,,1
1999,de,dui,1
1999,fi,fin,1
1999,eu,eng,1
1999,si,eng,1
1999,at,ger,1
1999,sa,eng,1
1999,ii,eng,1
1999,au,ger,1
1999,GB,por,1
1999,ch,ger,1
1999,xr,zxx,1
1999,it,eng,1
1999,nyu,eng,1
1999,hu,eng,1
1999,eu,zxx,1
1999,mc,fre,1
1999,at,eng,1
1999,PT,por,1
1999,bg,ger,1
2000,gw,eng,580
2000,gw,ger,153
2000,xx,,66
2000,xxk,eng,66
2000,xxu,eng,60
2000,nl,eng,53
2000,sw,eng,45
2000,us,eng,40
2000,fi,eng,36
2000,xx,eng,34
2000,pl,eng,32
2000,gb,eng,31
2000,dk,2000,15
2000,enk,eng,11
2000,fr,fre,8
2000,dk,eng,7
2000,no,eng,7
2000,no#,eng,7
2000,ne,eng,6
2000,fr,eng,6
2000,lu,eng,5
2000,pl,pol,5
2000,nyu,eng,4
2000,sw,swe,4
2000,de,eng,3
2000,sz,ger,3
2000,mau,eng,3
2000,de,ger,3
2000,fi,fin,3
2000,ru,eng,2
2000,xr,eng,2
2000,xx,ger,2
2000,PT,por,2
2000,gb,mul,2
2000,zz,eng,2
2000,at,eng,2
2000,xx,2000,1
2000,no,zxx,1
2000,pl,fre,1
2000,cc,eng,1
2000,er,ger,1
2000,ii,eng,1
2000,au,ger,1
2000,xxc,eng,1
2000,bl,eng,1
2000,in,eng,1
2000,fr,,1
2000,sz,eng,1
2000,it,eng,1
2000,dk,dan,1
2000,dk,mis,1
2000,xxc,mul,1
2000,gw,fre,1
2000,fr,mul,1
2000,gw,,1
2001,gw,eng,797
2001,gw,ger,185
2001,xx,,73
2001,xxu,eng,53
2001,xxk,eng,47
2001,nl,eng,40
2001,sw,eng,37
2001,xx,eng,37
2001,us,eng,36
2001,pl,eng,35
2001,fi,eng,31
2001,gb,eng,28
2001,dk,2001,12
2001,fr,fre,9
2001,de,eng,8
2001,ne,eng,7
2001,enk,eng,6
2001,sz,eng,5
2001,xx,ger,3
2001,no,eng,3
2001,au,eng,3
2001,no#,eng,2
2001,nl,ned,2
2001,sw,swe,2
2001,er,eng,2
2001,zz,eng,2
2001,gw,,2
2001,sz,ger,2
2001,mau,eng,2
2001,fr,zxx,2
2001,at,eng,2
2001,pl,pol,2
2001,xxk,swe,1
2001,fi,fin,1
2001,gb,2001,1
2001,mdu,eng,1
2001,eu,zxx,1
2001,fi,2001,1
2001,fi,swe,1
2001,dk,dan,1
2001,no#,,1
2001,14,,1
2001,fr,mul,1
2001,xxc,eng,1
2001,dcu,eng,1
2001,jp,eng,1
2001,si,eng,1
2001,de,zxx,1
2001,eu,fre,1
2001,de,ger,1
2001,er,ger,1
2001,ctu,eng,1
2001,my,eng,1
2001,lu,eng,1
2001,GB,por,1
2001,eu,mmm,1
2001,nyu,eng,1
2001,,fra,1
2001,,eng,1
2001,xx,swe,1
2002,gw,eng,764
2002,gw,ger,167
2002,xx,,57
2002,xxu,eng,54
2002,nl,eng,48
2002,sw,eng,47
2002,pl,eng,42
2002,xx,eng,38
2002,xxk,eng,35
2002,fi,eng,35
2002,us,eng,32
2002,gb,eng,26
2002,dk,2002,21
2002,ne,eng,15
2002,de,eng,10
2002,fr,fre,7
2002,enk,eng,6
2002,er,eng,6
2002,de,ger,5
2002,sw,swe,5
2002,sz,eng,5
2002,sz,ger,4
2002,nyu,eng,4
2002,no#,eng,4
2002,ch,eng,4
2002,fr,eng,4
2002,be,eng,4
2002,fi,fin,3
2002,mau,eng,3
2002,no,eng,3
2002,xr,eng,2
2002,xx,2002,2
2002,nl,ned,2
2002,au,ger,2
2002,cau,eng,2
2002,ii,eng,2
2002,sg,eng,1
2002,si,eng,1
2002,se,eng,1
2002,jp,mul,1
2002,au,eng,1
2002,it,eng,1
2002,uuu,eng,1
2002,de,dui,1
2002,jp,eng,1
2002,pau,eng,1
2002,ru,eng,1
2002,nju,eng,1
2002,ca,eng,1
2002,fr,zxx,1
2002,no,mul,1
2002,NL,por,1
2002,fr,mul,1
2002,gb,2002,1
2002,th,eng,1
2002,xx,ger,1
2002,|,eng,1
2002,lu,eng,1
2002,fi,swe,1
2002,dcu,eng,1
2002,PT,por,1
2002,fr,,1
2002,dk,eng,1
2002,de,mul,1
2002,pl,pol,1
2002,xxc,eng,1
2002,hu,eng,1
2002,06,,1
2002,ke,eng,1
2003,gw,eng,899
2003,gw,ger,172
2003,xx,,79
2003,xxu,eng,62
2003,xxk,eng,55
2003,nl,eng,51
2003,pl,eng,49
2003,sw,eng,47
2003,xx,eng,41
2003,us,eng,38
2003,gb,eng,28
2003,fi,eng,18
2003,de,eng,11
2003,ne,eng,11
2003,enk,eng,9
2003,mau,eng,7
2003,dk,2003,6
2003,sz,eng,4
2003,sw,swe,4
2003,fi,fin,4
2003,au,ger,4
2003,fr,mul,3
2003,nju,eng,3
2003,nyu,eng,3
2003,nl,ned,3
2003,fr,fre,2
2003,no#,eng,2
2003,sz,fre,2
2003,fr,eng,2
2003,mx,eng,2
2003,in,eng,2
2003,no,eng,2
2003,de,ger,2
2003,cau,eng,2
2003,be,eng,2
2003,ch,eng,2
2003,xr,eng,2
2003,de,ita,1
2003,fr,,1
2003,an,eng,1
2003,de,mul,1
2003,au,eng,1
2003,gw,,1
2003,us,2003,1
2003,fr,mmm,1
2003,gb,2003,1
2003,vau,eng,1
2003,us,mul,1
2003,pl,pol,1
2003,lu,eng,1
2003,zz,eng,1
2003,pau,eng,1
2003,xxu,swe,1
2003,ohu,eng,1
2003,it,eng,1
2003,sz,ger,1
2003,nl,jap,1
2003,si,eng,1
2003,,2003,1
2003,at,eng,1
2003,xx,2003,1
2003,xxu,,1
2003,ii,fre,1
2003,nl,fra,1
2004,gw,eng,1058
2004,gw,ger,194
2004,xx,,85
2004,sw,eng,62
2004,xxu,eng,54
2004,pl,eng,53
2004,xxk,eng,41
2004,us,eng,38
2004,nl,eng,34
2004,fi,eng,33
2004,xx,eng,31
2004,gb,eng,26
2004,dk,2004,25
2004,enk,eng,23
2004,sz,eng,11
2004,de,eng,9
2004,mau,eng,8
2004,ne,eng,8
2004,fr,fre,7
2004,sw,swe,6
2004,de,ger,5
2004,de,mul,5
2004,PT,por,4
2004,fr,eng,4
2004,xx,2004,4
2004,fi,fin,3
2004,nju,eng,3
2004,no,eng,3
2004,nyu,eng,3
2004,gb,2004,2
2004,mx,eng,2
2004,gw,fre,2
2004,flu,eng,2
2004,se,eng,2
2004,gw,,2
2004,xx,zxx,2
2004,it,eng,2
2004,cau,eng,2
2004,sz,ger,2
2004,no#,eng,2
2004,ctu,eng,1
2004,dcu,eng,1
2004,at,eng,1
2004,fr,mul,1
2004,xx,fre,1
2004,sw,,1
2004,ch,eng,1
2004,GB,por,1
2004,pau,eng,1
2004,pl,pol,1
2004,jp,eng,1
2004,za,eng,1
2004,au,ger,1
2004,pl,rus,1
2004,xxu,zxx,1
2004,no,nob,1
2004,fr,ita,1
2004,xxc,eng,1
2004,si,eng,1
2004,hu,eng,1
2004,ii,eng,1
2004,US,por,1
2004,un,ger,1
2004,it,fre,1
2004,xx,ger,1
2004,ru,mul,1
2004,ja,eng,1
2004,xxk,swe,1
2004,no,swe,1
2004,fr,spa,1
2004,er,eng,1
2004,au,eng,1
2004,us,2004,1
2004,miu,eng,1
2004,eu,zxx,1
2004,xxu,,1
2004,fr,ger,1
2005,gw,eng,1146
2005,gw,ger,190
2005,xx,,100
2005,xxu,eng,58
2005,xx,eng,57
2005,us,eng,44
2005,xxk,eng,38
2005,sw,eng,36
2005,nl,eng,33
2005,gb,eng,33
2005,pl,eng,31
2005,fi,eng,31
2005,enk,eng,16
2005,de,eng,12
2005,dk,2005,11
2005,no#,eng,8
2005,nyu,eng,7
2005,sw,swe,6
2005,ne,eng,6
2005,ii,eng,5
2005,de,ger,5
2005,de,fre,5
2005,nju,eng,5
2005,pau,eng,4
2005,no,eng,4
2005,mau,eng,4
2005,fr,eng,4
2005,,eng,3
2005,cau,eng,3
2005,lu,eng,3
2005,gb,2005,3
2005,sz,ger,3
2005,de,2005,3
2005,xx,fre,2
2005,sg,eng,2
2005,MO,por,2
2005,PT,por,2
2005,be,eng,2
2005,au,ger,2
2005,dcu,eng,2
2005,bcc,eng,1
2005,iau,eng,1
2005,sz,fre,1
2005,ilu,eng,1
2005,li,eng,1
2005,sz,eng,1
2005,pl,fre,1
2005,GB,por,1
2005,ru,rus,1
2005,in,eng,1
2005,jp,onb,1
2005,sw,zxx,1
2005,fi,fin,1
2005,nhu,eng,1
2005,fr,zxx,1
2005,fr,mul,1
2005,no,nob,1
2005,us,2005,1
2005,er,eng,1
2005,gw,dut,1
2005,dk,dan,1
2005,nmu,eng,1
2005,ca,eng,1
2005,lh,ger,1
2005,fr,fre,1
2006,gw,eng,990
2006,gw,ger,161
2006,xx,,91
2006,xx,eng,68
2006,sw,eng,52
2006,xxu,eng,50
2006,pl,eng,40
2006,nl,eng,34
2006,xxk,eng,30
2006,us,eng,26
2006,fi,eng,26
2006,gb,eng,21
2006,enk,eng,19
2006,dk,2006,19
2006,de,eng,16
2006,PT,por,13
2006,nyu,eng,8
2006,mau,eng,7
2006,sz,ger,6
2006,sw,swe,6
2006,se,2006,6
2006,de,fre,5
2006,fr,mmm,5
2006,gb,2006,4
2006,xx,fre,4
2006,de,ger,4
2006,ne,eng,4
2006,nju,eng,4
2006,fi,fin,4
2006,dcu,eng,4
2006,fr,fre,3
2006,dk,eng,3
2006,nl,ned,3
2006,sz,eng,3
2006,fr,eng,2
2006,fr,wol,2
2006,au,eng,2
2006,xx,ger,2
2006,pl,pol,2
2006,ch,eng,2
2006,gw,,1
2006,miu,eng,1
2006,il,eng,1
2006,mdu,eng,1
2006,it,eng,1
2006,ii,eng,1
2006,nhu,eng,1
2006,gw,fre,1
2006,xx,swe,1
2006,gh,eng,1
2006,ch,ger,1
2006,,eng,1
2006,at,eng,1
2006,er,eng,1
2006,lu,eng,1
2006,es,eng,1
2006,ilu,eng,1
2006,flu,eng,1
2006,GB,por,1
2006,be,eng,1
2006,xxc,eng,1
2006,gb,fre,1
2006,ca,eng,1
2006,si,eng,1
2006,no#,eng,1
2006,no,swe,1
2006,xx,zxx,1
2006,gw,cat,1
2006,ba,eng,1
2006,fi,swe,1
2006,au,ger,1
2006,eu,eng,1
2006,at,2006,1
2006,NL,por,1
2007,gw,eng,1011
2007,gw,ger,229
2007,xx,,118
2007,xx,eng,80
2007,xxu,eng,58
2007,sw,eng,48
